,EC-NUMBER,PRODUCTS
31972,No_Data,XANTHINE
31973,No_Data,PROTON
31974,No_Data,CPD-20697
31975,No_Data,WATER
31976,No_Data,Acceptor
31977,No_Data,FUM
31978,No_Data,SUC
31979,No_Data,INDOLE
31980,No_Data,PROTON
31981,No_Data,CYTOSINE
31982,No_Data,CPD-15189
31983,No_Data,PROTON
31984,No_Data,GLYCEROL
31985,No_Data,CYS
31986,No_Data,CPD-18421
31987,No_Data,ASCORBATE
31988,No_Data,PROTON
31989,No_Data,CPD-1142
31990,No_Data,PROTON
31991,No_Data,METHYL-BETA-D-GALACTOSIDE
31992,No_Data,ADP
31993,No_Data,Pi
31994,No_Data,PROTON
31995,No_Data,DIMETHYLBENZIMIDAZOLE
31996,No_Data,General-Protein-Substrates
31997,No_Data,PROTON
31998,No_Data,SER
31999,No_Data,TRP
32000,No_Data,URACIL
32001,No_Data,PROTON
32002,No_Data,L-rhamnose
32003,No_Data,N-ACETYLNEURAMINATE
32004,No_Data,ADENINE
32005,No_Data,TARTRATE
32006,No_Data,SUC
32007,No_Data,MN+2
32008,No_Data,2-3-DIHYDROXYBENZOATE
32009,No_Data,PYRUVATE
32010,No_Data,PROTON
32011,No_Data,GLT
32012,No_Data,PROTON
32013,No_Data,28S-rRNA-3-Adenosine-23-Cyclophosphate
32014,No_Data,5prime-Hydroxy-Guanosine-3prime-28S-rRNA
32015,No_Data,K+
32016,No_Data,AGMATHINE
32017,No_Data,ARG
32018,No_Data,CPD-18418
32019,No_Data,CPD-4442
32020,No_Data,PROTON
32021,No_Data,ATP
32022,No_Data,ADP
32023,No_Data,Pi
32024,No_Data,CPD-14545
32025,No_Data,CPD-19216
32026,No_Data,LI+
32027,No_Data,PROTON
32028,No_Data,VANILLIN
32029,No_Data,UNKNOWN
32030,No_Data,Gentamycins
32031,No_Data,PROTON
32032,No_Data,Aequorin-dioxetanone
32033,No_Data,ADENOSYL-HOMO-CYS
32034,No_Data,CPD-13384
32035,No_Data,PROTON
32036,No_Data,CPD0-1470
32037,No_Data,PROTON
32038,No_Data,CPD-18033
32039,No_Data,CPD-14891
32040,No_Data,URATE
32041,No_Data,NADH
32042,No_Data,PROTON
32043,No_Data,PltL-Cl2-pyrrole-2-carboxylate
32044,No_Data,WATER
32045,No_Data,FAD
32046,No_Data,CPD-12389
32047,No_Data,WATER
32048,No_Data,Ox-NADPH-Hemoprotein-Reductases
32049,No_Data,CPD-19937
32050,No_Data,WATER
32051,No_Data,CPD-16972
32052,No_Data,CPD-14321
32053,No_Data,CARBON-DIOXIDE
32054,No_Data,WATER
32055,No_Data,CPD-19484
32056,No_Data,WATER
32057,No_Data,PROTON
32058,No_Data,HISTIDINAL
32059,No_Data,NADH
32060,No_Data,CPD-8721
32061,No_Data,NADP
32062,No_Data,WATER
32063,No_Data,CPD-14905
32064,No_Data,CPD-20586
32065,No_Data,BR-
32066,No_Data,CPD-8608
32067,No_Data,WATER
32068,No_Data,Ox-NADPH-Hemoprotein-Reductases
32069,No_Data,CPD-16500
32070,No_Data,PROTON
32071,No_Data,HYDROGEN-PEROXIDE
32072,No_Data,CPD0-2331
32073,No_Data,NAD
32074,No_Data,WATER
32075,No_Data,CPD-2002
32076,No_Data,WATER
32077,No_Data,CPD-3618
32078,No_Data,CARBON-DIOXIDE
32079,No_Data,PROTON
32080,No_Data,CPD-184
32081,No_Data,CL-
32082,No_Data,CPD0-2558
32083,No_Data,WATER
32084,No_Data,CPD-18085
32085,No_Data,Acceptor
32086,No_Data,PROTON
32087,No_Data,CPD-15208
32088,No_Data,HYDROGEN-PEROXIDE
32089,No_Data,CPD-15637
32090,No_Data,ACETYL-COA
32091,No_Data,NADH
32092,No_Data,HYDROGEN-PEROXIDE
32093,No_Data,PROTON
32094,No_Data,CPD-10883
32095,No_Data,CPD-21545
32096,No_Data,ACET
32097,No_Data,PROTON
32098,No_Data,CPD-3746
32099,No_Data,WATER
32100,No_Data,FMN
32101,No_Data,PROTON
32102,No_Data,CPD-15181
32103,No_Data,PROTON
32104,No_Data,CPD-9749
32105,No_Data,CPD-7043
32106,No_Data,Pi
32107,No_Data,OXOPENTENOATE
32108,No_Data,CPD-18809
32109,No_Data,PROTON
32110,No_Data,UNDECAPRENYL-DIPHOSPHATE
32111,No_Data,CPD-16904
32112,No_Data,WATER
32113,No_Data,CPD1UA-42
32114,No_Data,WATER
32115,No_Data,CPD-13894
32116,No_Data,CPD-4563
32117,No_Data,PROTON
32118,No_Data,MALONATE
32119,No_Data,CPD-19881
32120,No_Data,NADH
32121,No_Data,PROTON
32122,No_Data,HOMO-CIS-ACONITATE
32123,No_Data,WATER
32124,No_Data,CPD-11918
32125,No_Data,Pi
32126,No_Data,CPD-10843
32127,No_Data,PROTON
32128,No_Data,CPD-9522
32129,No_Data,HYDROGEN-PEROXIDE
32130,No_Data,Long-chain-fatty-acyl-AMPs
32131,No_Data,PPI
32132,No_Data,CPD-9787
32133,No_Data,NADP
32134,No_Data,CPD-7005
32135,No_Data,NADPH
32136,No_Data,PROTON
32137,No_Data,CPD-12884
32138,No_Data,Ox-NADPH-Hemoprotein-Reductases
32139,No_Data,WATER
32140,No_Data,CPD-21562
32141,No_Data,CPD-19071
32142,No_Data,Oxidized-ferredoxins
32143,No_Data,WATER
32144,No_Data,CPD-809
32145,No_Data,CARBON-DIOXIDE
32146,No_Data,CPD-14378
32147,No_Data,NADH
32148,No_Data,PROTON
32149,No_Data,CPD-15742
32150,No_Data,Donor-H2
32151,No_Data,DIHYDROXYPIRIDIN-CPD
32152,No_Data,CPD-18214
32153,No_Data,Donor-H2
32154,No_Data,10-DEACETYL-2-DEBENZOYLBACCATIN-III
32155,No_Data,CPD-7172
32156,No_Data,CARBON-DIOXIDE
32157,No_Data,CPD-294
32158,No_Data,CARBON-DIOXIDE
32159,No_Data,HYDROGEN-MOLECULE
32160,No_Data,ACETALD
32161,No_Data,Cytochromes-C-Reduced
32162,No_Data,PROTON
32163,No_Data,CPD-9260
32164,No_Data,CPD-7858
32165,No_Data,CPD-17645
32166,No_Data,CARBON-DIOXIDE
32167,No_Data,CO-A
32168,No_Data,tRNA-containing-5-CarbMeAminome-uridine
32169,No_Data,GDP
32170,No_Data,Pi
32171,No_Data,DIHYDROFOLATE-GLU-N
32172,No_Data,PROTON
32173,No_Data,Donor-H2
32174,No_Data,OXALO-SUCCINATE
32175,No_Data,NADPH
32176,No_Data,PROTON
32177,No_Data,CPD-13486
32178,No_Data,NAD
32179,No_Data,CPD-20101
32180,No_Data,L-ALPHA-ALANINE
32181,No_Data,L-cysteinyl-PchF
32182,No_Data,AMP
32183,No_Data,PROTON
32184,No_Data,CPD-6123
32185,No_Data,WATER
32186,No_Data,CPD-14047
32187,No_Data,WATER
32188,No_Data,Ox-NADPH-Hemoprotein-Reductases
32189,No_Data,PROTON
32190,No_Data,PROTON
32191,No_Data,2-HYDROXY-6-2-CARBOXYPHENYL-6-OXO-24-
32192,No_Data,CPD66-26
32193,No_Data,Ox-NADPH-Hemoprotein-Reductases
32194,No_Data,WATER
32195,No_Data,CPD-14485
32196,No_Data,Ox-NADPH-Hemoprotein-Reductases
32197,No_Data,WATER
32198,No_Data,CPD-12481
32199,No_Data,HYDROGEN-PEROXIDE
32200,No_Data,CPD-12932
32201,No_Data,Donor-H2
32202,No_Data,CPD-4945
32203,No_Data,NADP
32204,No_Data,CPD-10589
32205,No_Data,Donor-H2
32206,No_Data,AMMONIUM
32207,No_Data,2-KETOGLUTARATE
32208,No_Data,Reduced-ferredoxins
32209,No_Data,PROTON
32210,No_Data,CPD-13380
32211,No_Data,WATER
32212,No_Data,PROTON
32213,No_Data,GLYOX
32214,No_Data,CL-
32215,No_Data,PROTON
32216,No_Data,CPD-12865
32217,No_Data,FERRICYTOCHROME-B5
32218,No_Data,WATER
32219,No_Data,Elemental-Sulfur
32220,No_Data,CPD-552
32221,No_Data,TUM1-S-sulfanylcysteine
32222,No_Data,PYRUVATE
32223,No_Data,CPD-8619
32224,No_Data,WATER
32225,No_Data,FERRICYTOCHROME-B5
32226,No_Data,CPD-3185
32227,No_Data,OH-PYR
32228,No_Data,Pi
32229,No_Data,CPD-9953
32230,No_Data,Acceptor
32231,No_Data,PROTON
32232,No_Data,GLT
32233,No_Data,NADH
32234,No_Data,CPD-18762
32235,No_Data,CPD-21263
32236,No_Data,CPD-13313
32237,No_Data,Acceptor
32238,No_Data,OXYGEN-MOLECULE
32239,No_Data,NITROGEN-MOLECULE
32240,No_Data,CPD-4577
32241,No_Data,FERRICYTOCHROME-B5
32242,No_Data,WATER
32243,No_Data,CPD-15895
32244,No_Data,44-DIMETHYL-CHOLESTA-814-24-TRIENOL
32245,No_Data,Oxidized-ferredoxins
32246,No_Data,WATER
32247,No_Data,FORMATE
32248,No_Data,3beta-OH-4bMOH-4aM-Sterols
32249,No_Data,WATER
32250,No_Data,NAD
32251,No_Data,CPD-11872
32252,No_Data,NADH
32253,No_Data,PROTON
32254,No_Data,4-OXOGLUTARAMATE
32255,No_Data,AMMONIUM
32256,No_Data,FORMATE
32257,No_Data,Acceptor
32258,No_Data,CPD1G-108
32259,No_Data,Polyketide-synthase-PKS13
32260,No_Data,CPD-1142
32261,No_Data,Acceptor
32262,No_Data,CPD-13518
32263,No_Data,NADP
32264,No_Data,WATER
32265,No_Data,PROTON
32266,No_Data,ADENOSYL-HOMO-CYS
32267,No_Data,CPD-12572
32268,No_Data,CPD-15460
32269,No_Data,Glucopyranose
32270,No_Data,CPD-16681
32271,No_Data,Ox-NADPH-Hemoprotein-Reductases
32272,No_Data,WATER
32273,No_Data,RNA-Ligase-L-lysine-adenylate
32274,No_Data,PPI
32275,No_Data,PROTON
32276,No_Data,CPD-10100
32277,No_Data,CPD0-2634
32278,No_Data,Pi
32279,No_Data,CPD-9728
32280,No_Data,Donor-H2
32281,No_Data,Xyloglucans-Galactose-3
32282,No_Data,UDP
32283,No_Data,CPD-8711
32284,No_Data,WATER
32285,No_Data,CPD-12111
32286,No_Data,CO-A
32287,No_Data,CPD-14097
32288,No_Data,ADP
32289,No_Data,Pi
32290,No_Data,PROTON
32291,No_Data,3-HYDROXY-2-OXINDOLE-3-ACETYL-ASP
32292,No_Data,PROTON
32293,No_Data,CPD-806
32294,No_Data,CL-
32295,No_Data,CPD-21400
32296,No_Data,Ox-NADPH-Hemoprotein-Reductases
32297,No_Data,WATER
32298,No_Data,CPD-8728
32299,No_Data,WATER
32300,No_Data,CPD-12610
32301,No_Data,PROTON
32302,No_Data,CPD1F-130
32303,No_Data,WATER
32304,No_Data,Oxidized-ferredoxins
32305,No_Data,CPD-11405
32306,No_Data,Acceptor
32307,No_Data,CPD-387
32308,No_Data,PROTON
32309,No_Data,CPD-503
32310,No_Data,AMP
32311,No_Data,PPI
32312,No_Data,L-CANALINE
32313,No_Data,Donor-H2
32314,No_Data,PROTON
32315,No_Data,CPD-14043
32316,No_Data,WATER
32317,No_Data,Ox-NADPH-Hemoprotein-Reductases
32318,No_Data,PROTON
32319,No_Data,CPD-7969
32320,No_Data,ACETALD
32321,No_Data,CPD-20674
32322,No_Data,WATER
32323,No_Data,12-OXO-TRANS-10-DODECENOATE
32324,No_Data,CPD-21311
32325,No_Data,Ox-NADPH-Hemoprotein-Reductases
32326,No_Data,WATER
32327,No_Data,1-5-L-Arabinooligosaccharides
32328,No_Data,CPD-17866
32329,No_Data,PROTON
32330,No_Data,CPD-20719
32331,No_Data,WATER
32332,No_Data,Acceptor
32333,No_Data,CPD-12507
32334,No_Data,Methylated-methyl-acceptors
32335,No_Data,D-1-GUANIDINO-1-DEOXY-3-DEHYDRO-SCYLLO-I
32336,No_Data,Donor-H2
32337,No_Data,CPD-19768
32338,No_Data,CH33ADO
32339,No_Data,MET
32340,No_Data,PROTON
32341,No_Data,PROT-CYS
32342,No_Data,S-NITROSOGLUTATHIONE
32343,No_Data,CPD-10060
32344,No_Data,NADP
32345,No_Data,WATER
32346,No_Data,CHLOROHYDROQUINONE
32347,No_Data,GLUTATHIONE
32348,No_Data,CPD-13008
32349,No_Data,Acceptor
32350,No_Data,CPD-387
32351,No_Data,PROTON
32352,No_Data,CPD-8703
32353,No_Data,Donor-H2
32354,No_Data,CPD-7628
32355,No_Data,WATER
32356,No_Data,CPD-7214
32357,No_Data,Ox-NADPH-Hemoprotein-Reductases
32358,No_Data,WATER
32359,No_Data,CPD-12084
32360,No_Data,PPI
32361,No_Data,CPD-11474
32362,No_Data,PPI
32363,No_Data,S-NORLAUDANOSOLINE
32364,No_Data,WATER
32365,No_Data,PROTON
32366,No_Data,CPD-10037
32367,No_Data,CPD-13079
32368,No_Data,LATHYRINE
32369,No_Data,CARBON-DIOXIDE
32370,No_Data,WATER
32371,No_Data,CPD-14115
32372,No_Data,WATER
32373,No_Data,Acceptor
32374,No_Data,CPD-4586
32375,No_Data,CPD-20979
32376,No_Data,Donor-H2
32377,No_Data,CPD-633
32378,No_Data,CO-A
32379,No_Data,PROTON
32380,No_Data,CPD-11281
32381,No_Data,CPD-6882
32382,No_Data,NADP
32383,No_Data,WATER
32384,No_Data,CPD-19388
32385,No_Data,PYRUVATE
32386,No_Data,AMMONIUM
32387,No_Data,CPD-10777
32388,No_Data,WATER
32389,No_Data,RNA-3prime-Guanosine-3prime-P
32390,No_Data,PROTON
32391,No_Data,CPD-18547
32392,No_Data,WATER
32393,No_Data,CPD-10274
32394,No_Data,Donor-H2
32395,No_Data,CPD0-954
32396,No_Data,CARBON-DIOXIDE
32397,No_Data,CPD-9665
32398,No_Data,WATER
32399,No_Data,CPD-20454
32400,No_Data,Acceptor
32401,No_Data,WATER
32402,No_Data,CPD-7854
32403,No_Data,Donor-H2
32404,No_Data,IMIDAZOLE-LACTATE
32405,No_Data,NAD
32406,No_Data,CPD-16870
32407,No_Data,NADP
32408,No_Data,CPD-15533
32409,No_Data,NADP
32410,No_Data,CPD-14210
32411,No_Data,HYDROGEN-PEROXIDE
32412,No_Data,2-KETOGLUTARATE
32413,No_Data,2Cys-Peroxiredoxins-With-HydroxyCys
32414,No_Data,Alcohols
32415,No_Data,CARBONYL-SULFIDE
32416,No_Data,HS
32417,No_Data,ADENOSYL-HOMO-CYS
32418,No_Data,DIHYDROSIROHYDROCHLORIN
32419,No_Data,CPD-18798
32420,No_Data,CO-A
32421,No_Data,PROTON
32422,No_Data,CPD-514
32423,No_Data,PROTON
32424,No_Data,NADH
32425,No_Data,CPD-15476
32426,No_Data,CPD-12224
32427,No_Data,CARBON-DIOXIDE
32428,No_Data,WATER
32429,No_Data,PROTON
32430,No_Data,CPD-869
32431,No_Data,PHOSPHONATE
32432,No_Data,CARBON-DIOXIDE
32433,No_Data,CPD-12279
32434,No_Data,HYDROGEN-PEROXIDE
32435,No_Data,PROTON
32436,No_Data,CPD-17301
32437,No_Data,CPD-7557
32438,No_Data,WATER
32439,No_Data,Ox-NADPH-Hemoprotein-Reductases
32440,No_Data,CPD-10207
32441,No_Data,WATER
32442,No_Data,CPD-18948
32443,No_Data,PROPANOL
32444,No_Data,CPD-18443
32445,No_Data,RBR-Ubiquitin-carrier-protein-E3-L-cys
32446,No_Data,PROTEIN-N-UBIQUITYL-LYSINE
32447,No_Data,PROTON
32448,No_Data,CPD-10259
32449,No_Data,WATER
32450,No_Data,PROTON
32451,No_Data,Mannosyl5-N-Glycans
32452,No_Data,CPD-12601
32453,No_Data,CPD-12655
32454,No_Data,CPD-14136
32455,No_Data,WATER
32456,No_Data,CPD-15454
32457,No_Data,Glucopyranose
32458,No_Data,CPD-10847
32459,No_Data,CL-
32460,No_Data,PROTON
32461,No_Data,CPD-9535
32462,No_Data,CPD-20322
32463,No_Data,WATER
32464,No_Data,Ox-NADPH-Hemoprotein-Reductases
32465,No_Data,CPD-6747
32466,No_Data,Pi
32467,No_Data,CPD-10243
32468,No_Data,CPD-12683
32469,No_Data,Acceptor
32470,No_Data,CPDQT-409
32471,No_Data,NADP
32472,No_Data,WATER
32473,No_Data,Chlorophyllide-e
32474,No_Data,WATER
32475,No_Data,CPD-18289
32476,No_Data,Donor-H2
32477,No_Data,2-ALPHA-HYDROXYETHYL-THPP
32478,No_Data,PYRUVATE
32479,No_Data,CPD-8989
32480,No_Data,Pi
32481,No_Data,PROTON
32482,No_Data,ADP
32483,No_Data,FERRIC-CITRATE-COMPLEX
32484,No_Data,PROTON
32485,No_Data,CPD-10115
32486,No_Data,ACET
32487,No_Data,NA+
32488,No_Data,PROTON
32489,No_Data,D-galactopyranose
32490,No_Data,ADP
32491,No_Data,Pi
32492,No_Data,D-Ribopyranose
32493,No_Data,PROTON
32494,No_Data,N-ACETYLNEURAMINATE
32495,No_Data,PROTON
32496,No_Data,2-AMINOACRYLATE
32497,No_Data,CPD-21128
32498,No_Data,CPD-18088
32499,No_Data,Acceptor
32500,No_Data,PROTON
32501,No_Data,CPD-17360
32502,No_Data,HYPOXANTHINE
32503,No_Data,Donor-H2
32504,No_Data,CPD-18501
32505,No_Data,PROTON
32506,No_Data,CPD-676
32507,No_Data,PYRUVATE
32508,No_Data,PROTON
32509,No_Data,CPD0-2241
32510,No_Data,ADP
32511,No_Data,Pi
32512,No_Data,PROTON
32513,No_Data,CPD-12398
32514,No_Data,WATER
32515,No_Data,Ox-NADPH-Hemoprotein-Reductases
32516,No_Data,RNA-3-Cytidine-23-Cyclophosphate
32517,No_Data,5prime-Hydroxy-Adenosine-3prime-RNA
32518,No_Data,GLYCOLLATE
32519,No_Data,NA+
32520,No_Data,CPD1A0-6123
32521,No_Data,Donor-H2
32522,No_Data,2-MERCAPTOETHANOL
32523,No_Data,OXIDIZED-GLUTATHIONE
32524,No_Data,NITRITE
32525,No_Data,FMN
32526,No_Data,ZN+2
32527,No_Data,NA+
32528,No_Data,PRO
32529,No_Data,CPD-11786
32530,No_Data,AMMONIUM
32531,No_Data,PROTON
32532,No_Data,TRP
32533,No_Data,CIT
32534,No_Data,SUC
32535,No_Data,4-hydroxybenzoate
32536,No_Data,PROTON
32537,No_Data,CPD-14289
32538,No_Data,ADENOSYL-HOMO-CYS
32539,No_Data,PROTON
32540,No_Data,4-HYDROXY-BENZYL-ALCOHOL
32541,No_Data,CPD-10845
32542,No_Data,PROTON
32543,No_Data,S-ALLANTOIN
32544,No_Data,3-HYDROXY-PROPIONATE
32545,No_Data,DEOXYCHOLATE
32546,No_Data,NA+
32547,No_Data,CPD-15633
32548,No_Data,SS-DIMETHYL-BETA-PROPIOTHETIN
32549,No_Data,CARBON-DIOXIDE
32550,No_Data,Donor-H2
32551,No_Data,BETAINE
32552,No_Data,CPD-21315
32553,No_Data,CPD-16665
32554,No_Data,CHOLATE
32555,No_Data,CARBON-DIOXIDE
32556,No_Data,CPD-7367
32557,No_Data,AMP
32558,No_Data,NAD-P-OR-NOP
32559,No_Data,PPI
32560,No_Data,MAL
32561,No_Data,SUC
32562,No_Data,GMP
32563,No_Data,CPD-17133
32564,No_Data,DEOXYCHOLATE
32565,No_Data,PROTON
32566,No_Data,2-OXO-5-METHYLTHIOPENTANOIC-ACID
32567,No_Data,CARBON-DIOXIDE
32568,No_Data,PROTON
32569,No_Data,CPD-2482
32570,No_Data,CPD-13908
32571,No_Data,OXIDIZED-GLUTATHIONE
32572,No_Data,WATER
32573,No_Data,CPD0-621
32574,No_Data,PROTON
32575,No_Data,PHE
32576,No_Data,PROTON
32577,No_Data,Excited-blue-fluorescent-proteins
32578,No_Data,CARBON-DIOXIDE
32579,No_Data,CYTOSINE
32580,No_Data,PROTON
32581,No_Data,CPD-9088
32582,No_Data,NADPH
32583,No_Data,PROTON
32584,No_Data,DESMOSTEROL-CPD
32585,No_Data,FORMATE
32586,No_Data,OXALATE
32587,No_Data,CPD-12418
32588,No_Data,Aromatics
32589,No_Data,CPD-17016
32590,No_Data,GLT
32591,No_Data,4-AMINO-BUTYRATE
32592,No_Data,CPD-9973
32593,No_Data,NAD
32594,No_Data,VAL
32595,No_Data,PROTON
32596,No_Data,PROTON
32597,No_Data,K+
32598,No_Data,CPD-7682
32599,No_Data,PYRUVATE
32600,No_Data,PROTON
32601,No_Data,CPD-13922
32602,No_Data,Ox-NADPH-Hemoprotein-Reductases
32603,No_Data,WATER
32604,No_Data,CPD-20940
32605,No_Data,PROTON
32606,No_Data,DIACYLGLYCEROL
32607,No_Data,CPD-15242
32608,No_Data,CPD-16827
32609,No_Data,L-ASPARTATE
32610,No_Data,FUM
32611,No_Data,CPD-20206
32612,No_Data,CARBON-DIOXIDE
32613,No_Data,WATER
32614,No_Data,PROTON
32615,No_Data,Donor-H2
32616,No_Data,CPD-4885
32617,No_Data,PPI
32618,No_Data,PROTON
32619,No_Data,3-5-ADP
32620,No_Data,CPD-11018
32621,No_Data,PROTON
32622,No_Data,L-ARABINOSE
32623,No_Data,FRUCTURONATE
32624,No_Data,PROTON
32625,No_Data,D-GLUCARATE
32626,No_Data,CPD-21663
32627,No_Data,WATER
32628,No_Data,NITRATE
32629,No_Data,NITRITE
32630,No_Data,CPD-1093
32631,No_Data,CPD-11460
32632,No_Data,Donor-H2
32633,No_Data,PROTON
32634,No_Data,Nucleosides
32635,No_Data,CO+2
32636,No_Data,CPD-20661
32637,No_Data,Acceptor
32638,No_Data,CPD-4462
32639,No_Data,L-Methionine-sulfoxides
32640,No_Data,Pi
32641,No_Data,PROTON
32642,No_Data,ADP
32643,No_Data,URATE
32644,No_Data,PROTON
32645,No_Data,CPD0-1192
32646,No_Data,PROTON
32647,No_Data,CARBAMATE
32648,No_Data,CPD0-2340
32649,No_Data,PROTON
32650,No_Data,CYTIDINE
32651,No_Data,LYS
32652,No_Data,CPD-11951
32653,No_Data,AMP
32654,No_Data,PROTON
32655,No_Data,PROTON
32656,No_Data,OROTATE
32657,No_Data,PROTON
32658,No_Data,CPD-20940
32659,No_Data,PROTON
32660,No_Data,CPD-763
32661,No_Data,CPD-16938
32662,No_Data,CO-A
32663,No_Data,PROTON
32664,No_Data,PROTON
32665,No_Data,D-SERINE
32666,No_Data,CPD-19253
32667,No_Data,Mnm5Se2U-containing-tRNAs
32668,No_Data,CPD-3734
32669,No_Data,CPD-11556
32670,No_Data,CO-A
32671,No_Data,CARBON-DIOXIDE
32672,No_Data,WATER
32673,No_Data,6-OXO-HEXANOATE
32674,No_Data,PROTON
32675,No_Data,CPD-14117
32676,No_Data,NAD-P-OR-NOP
32677,No_Data,CPD-18428
32678,No_Data,WATER
32679,No_Data,INDOLE-CARBOXY-HYDRO-THIAZOLE
32680,No_Data,HCN
32681,No_Data,WATER
32682,No_Data,Ox-NADPH-Hemoprotein-Reductases
32683,No_Data,PROTON
32684,No_Data,NITROSOBENZENE
32685,No_Data,NADPH
32686,No_Data,PROTON
32687,No_Data,CPD-15224
32688,No_Data,PPI
32689,No_Data,CPD-14112
32690,No_Data,PROTON
32691,No_Data,4-HMA-AcmD-Proteins
32692,No_Data,AMP
32693,No_Data,PROTON
32694,No_Data,CPD-13617
32695,No_Data,Oxidized-ferredoxins
32696,No_Data,WATER
32697,No_Data,CPD-9524
32698,No_Data,CPD-4461
32699,No_Data,CPD-10230
32700,No_Data,WATER
32701,No_Data,CPD-15449
32702,No_Data,Glucopyranose
32703,No_Data,CPD-10636
32704,No_Data,CL-
32705,No_Data,PROTON
32706,No_Data,CPD-20324
32707,No_Data,Ox-NADPH-Hemoprotein-Reductases
32708,No_Data,WATER
32709,No_Data,methanofuran-d
32710,No_Data,WATER
32711,No_Data,CPD-7014
32712,No_Data,WATER
32713,No_Data,CPD-12135
32714,No_Data,TRIPEPTIDES
32715,No_Data,PqqA-Cleaved-N-terminus
32716,No_Data,PqqA-Cleaved-C-terminus
32717,No_Data,CPD8J2-2
32718,No_Data,ACET
32719,No_Data,CPD-14627
32720,No_Data,FADH2
32721,No_Data,CPD-9374
32722,No_Data,GLT
32723,No_Data,PROTON
32724,No_Data,CPD-8671
32725,No_Data,WATER
32726,No_Data,L-CITRULLINE
32727,No_Data,NITRIC-OXIDE
32728,No_Data,Oxidized-flavodoxins
32729,No_Data,WATER
32730,No_Data,PROTON
32731,No_Data,CPD-17205
32732,No_Data,CPD-294
32733,No_Data,CL-
32734,No_Data,PROTON
32735,No_Data,RNA-3-prime-P-cyclase-L-His-adenylate
32736,No_Data,PPI
32737,No_Data,METHYLENE-THF-GLU-N
32738,No_Data,WATER
32739,No_Data,CPD-10080
32740,No_Data,WATER
32741,No_Data,CPD-18312
32742,No_Data,GLT
32743,No_Data,AMP
32744,No_Data,PPI
32745,No_Data,PROTON
32746,No_Data,CPD1A0-6112
32747,No_Data,Acceptor
32748,No_Data,INDOLE-3-ACETALDOXIME
32749,No_Data,Donor-H2
32750,No_Data,CPD-20207
32751,No_Data,AMP
32752,No_Data,PROTON
32753,No_Data,CPD-1772
32754,No_Data,CARBON-DIOXIDE
32755,No_Data,CPD-12577
32756,No_Data,CARBON-DIOXIDE
32757,No_Data,CPD-9723
32758,No_Data,Donor-H2
32759,No_Data,CPD-14081
32760,No_Data,Donor-H2
32761,No_Data,UDP-D-GALACTURONATE
32762,No_Data,PPI
32763,No_Data,INDOLE_ACETATE_AUXIN
32764,No_Data,Donor-H2
32765,No_Data,PYRUVATE
32766,No_Data,L-LACTATE
32767,No_Data,PROTON
32768,No_Data,CPD-20235
32769,No_Data,CARBON-DIOXIDE
32770,No_Data,PROTON
32771,No_Data,CPD-8692
32772,No_Data,Ox-NADPH-Hemoprotein-Reductases
32773,No_Data,WATER
32774,No_Data,CPD-19812
32775,No_Data,WATER
32776,No_Data,Ox-NADPH-Hemoprotein-Reductases
32777,No_Data,PROTON
32778,No_Data,CPD-6745
32779,No_Data,Pi
32780,No_Data,PHENOL
32781,No_Data,2-AMINOACRYLATE
32782,No_Data,HYDRPHENYLAC-CPD
32783,No_Data,METHYLAMINE
32784,No_Data,CPD-11871
32785,No_Data,NADH
32786,No_Data,PROTON
32787,No_Data,CPD-4442
32788,No_Data,Pi
32789,No_Data,CPD-7287
32790,No_Data,Oxidized-ferredoxins
32791,No_Data,WATER
32792,No_Data,CPD-21549
32793,No_Data,CPD-15182
32794,No_Data,GLT
32795,No_Data,ADP
32796,No_Data,Pi
32797,No_Data,PROTON
32798,No_Data,CPD-9741
32799,No_Data,Donor-H2
32800,No_Data,PALMATINE
32801,No_Data,HYDROGEN-PEROXIDE
32802,No_Data,Xanthan
32803,No_Data,UNDECAPRENYL-DIPHOSPHATE
32804,No_Data,MYCOTHIONE
32805,No_Data,WATER
32806,No_Data,CPD-7994
32807,No_Data,WATER
32808,No_Data,Isomaltose
32809,No_Data,CPD-16408
32810,No_Data,GLT
32811,No_Data,OH-PYR
32812,No_Data,RNA-3-Uridine-23-Cyclophosphate
32813,No_Data,5Prime-OH-Terminated-RNAs
32814,No_Data,CPD-9771
32815,No_Data,CPD-13464
32816,No_Data,CPD-19351
32817,No_Data,ZN+2
32818,No_Data,PROTON
32819,No_Data,VELLOSIMINE
32820,No_Data,CPD-16924
32821,No_Data,PROTON
32822,No_Data,THYMINE
32823,No_Data,PROTON
32824,No_Data,CPD-12305
32825,No_Data,WATER
32826,No_Data,CPD-17969
32827,No_Data,D-ALANINE
32828,No_Data,CPD-14158
32829,No_Data,AMP
32830,No_Data,PROTON
32831,No_Data,CPD-10238
32832,No_Data,Acceptor
32833,No_Data,PROTON
32834,No_Data,HS
32835,No_Data,CPD66-96
32836,No_Data,CPD-9584
32837,No_Data,CPD-20422
32838,No_Data,WATER
32839,No_Data,Acceptor
32840,No_Data,BENZALDEHYDE
32841,No_Data,ACETYL-COA
32842,No_Data,N-HYDROXYMETHYLUREA
32843,No_Data,AMMONIUM
32844,No_Data,VERATRALDEHYDE
32845,No_Data,WATER
32846,No_Data,Compound-I
32847,No_Data,ACETOL
32848,No_Data,NADH
32849,No_Data,PROTON
