,EC,SUBS
55826,EC-6.4.1.5,3-KETOBUTYRATE
55827,EC-6.4.1.5,AMP
55828,EC-6.4.1.5,Pi
55829,EC-6.4.1.5,PROTON
55830,EC-6.4.1.5,ACETONE
55831,EC-6.4.1.5,CARBON-DIOXIDE
55832,EC-6.4.1.5,ATP
55833,EC-6.4.1.5,WATER
55834,EC-6.4.1.6,MEK
55835,EC-6.4.1.6,CARBON-DIOXIDE
55836,EC-6.4.1.6,ATP
55837,EC-6.4.1.6,WATER
55838,EC-6.4.1.6,CPD-7705
55839,EC-6.4.1.6,AMP
55840,EC-6.4.1.6,Pi
55841,EC-6.4.1.6,PROTON
55842,EC-6.4.1.7,PROTON
55843,EC-6.4.1.7,BENZOYL-ACETATE
55844,EC-6.4.1.7,ADP
55845,EC-6.4.1.7,Pi
55846,EC-6.4.1.7,PHENYL
55847,EC-6.4.1.7,HCO3
55848,EC-6.4.1.7,ATP
55849,EC-6.4.1.7,WATER
55850,EC-6.4.1.8,ADP
55851,EC-6.4.1.8,Pi
55852,EC-6.4.1.8,CPD-7425
55853,EC-6.4.1.8,ATP
55854,EC-6.4.1.8,CPD-7592
55855,EC-6.4.1.9,2-phospho-ligated-tRNA
55856,EC-6.4.1.9,AMP
55857,EC-6.4.1.9,PPI
55858,EC-6.4.1.9,Pre-tRNA-5-prime-half-molecules-2P
55859,EC-6.4.1.9,Pre-tRNA-3-prime-half-molecules-5P
55860,EC-6.4.1.9,ATP
55861,EC-6.5.1,ligated-tRNAs-with-2prime-5prime-linkage
55862,EC-6.5.1,Pre-tRNA-5-prime-half-molecules
55863,EC-6.5.1,Pre-tRNA-3-prime-half-molecules
55864,EC-6.5.1.1,DNA-N
55865,EC-6.5.1.1,AMP
55866,EC-6.5.1.1,NICOTINAMIDE_NUCLEOTIDE
55867,EC-6.5.1.1,PROTON
55868,EC-6.5.1.1,3-Hydroxy-Terminated-DNAs
55869,EC-6.5.1.1,5-Phospho-terminated-DNAs
55870,EC-6.5.1.1,NAD
55871,EC-6.5.1.2,3Prime-OH-Terminated-RNAs
55872,EC-6.5.1.2,5-Phospho-RNA
55873,EC-6.5.1.2,ATP
55874,EC-6.5.1.2,RNA-Holder
55875,EC-6.5.1.2,AMP
55876,EC-6.5.1.2,PPI
55877,EC-6.5.1.3,3-Prime-Phosphate-Terminated-RNAs
55878,EC-6.5.1.3,ATP
55879,EC-6.5.1.3,Cyclic-Phosphate-Terminated-RNAs
55880,EC-6.5.1.3,PPI
55881,EC-6.5.1.3,AMP
55882,EC-6.5.1.4,3-Prime-Phosphate-Terminated-RNAs
55883,EC-6.5.1.4,GTP
55884,EC-6.5.1.4,Cyclic-Phosphate-Terminated-RNAs
55885,EC-6.5.1.4,PPI
55886,EC-6.5.1.4,GMP
55887,EC-6.5.1.5,DNA-N
55888,EC-6.5.1.5,AMP
55889,EC-6.5.1.5,NICOTINAMIDE_NUCLEOTIDE
55890,EC-6.5.1.5,PROTON
55891,EC-6.5.1.5,3-Hydroxy-Terminated-DNAs
55892,EC-6.5.1.5,5-Phospho-terminated-DNAs
55893,EC-6.5.1.5,NAD
55894,EC-6.5.1.6,3-Hydroxy-Terminated-DNAs
55895,EC-6.5.1.6,5-Phospho-terminated-DNAs
55896,EC-6.5.1.6,ATP
55897,EC-6.5.1.6,DNA-N
55898,EC-6.5.1.6,AMP
55899,EC-6.5.1.6,PPI
55900,EC-6.5.1.7,DNA-N
55901,EC-6.5.1.7,AMP
55902,EC-6.5.1.7,Pi
55903,EC-6.5.1.7,DNA-N
55904,EC-6.5.1.7,AMP
55905,EC-6.5.1.7,PPI
55906,EC-6.5.1.7,3-Hydroxy-Terminated-DNAs
55907,EC-6.5.1.7,5-Phospho-terminated-DNAs
55908,EC-6.5.1.7,ADP
55909,EC-6.5.1.7,3-Hydroxy-Terminated-DNAs
55910,EC-6.5.1.7,5-Phospho-terminated-DNAs
55911,EC-6.5.1.7,ATP
55912,EC-6.5.1.8,Cyclic-Phosphate-Terminated-RNAs
55913,EC-6.5.1.8,5Prime-OH-Terminated-RNAs
55914,EC-6.5.1.8,GTP
55915,EC-6.5.1.8,WATER
55916,EC-6.5.1.8,Pre-tRNA-5-prime-half-molecules
55917,EC-6.5.1.8,Pre-tRNA-3-prime-half-molecules
55918,EC-6.5.1.8,GTP
55919,EC-6.5.1.8,WATER
55920,EC-6.5.1.8,3-Prime-Phosphate-Terminated-DNAs
55921,EC-6.5.1.8,5Prime-OH-Terminated-DNAs
55922,EC-6.5.1.8,GTP
55923,EC-6.5.1.8,RNA-Holder
55924,EC-6.5.1.8,GMP
55925,EC-6.5.1.8,PPI
55926,EC-6.5.1.8,PROTON
55927,EC-6.5.1.8,Spliced-tRNA-precursor
55928,EC-6.5.1.8,GMP
55929,EC-6.5.1.8,PPI
55930,EC-6.5.1.8,PROTON
55931,EC-6.5.1.8,DNA-N
55932,EC-6.5.1.8,GMP
55933,EC-6.5.1.8,PPI
55934,EC-6.5.1.M2,2-phospho-ligated-tRNA
55935,EC-6.5.1.M2,AMP
55936,EC-6.5.1.M2,PROTON
55937,EC-6.5.1.M2,ADP
55938,EC-6.5.1.M2,PPI
55939,EC-6.5.1.M2,Pre-tRNA-5-prime-half-molecules
55940,EC-6.5.1.M2,Pre-tRNA-3-prime-half-molecules
55941,EC-6.5.1.M2,ATP
55942,EC-6.5.1.M2,WATER
55943,EC-6.5.1.M3,ATP
55944,EC-6.5.1.M3,PROTOPORPHYRIN_IX
55945,EC-6.5.1.M3,MG+2
55946,EC-6.5.1.M3,WATER
55947,EC-6.5.1.M3,PROTON
55948,EC-6.5.1.M3,MG-PROTOPORPHYRIN
55949,EC-6.5.1.M3,Pi
55950,EC-6.5.1.M3,ADP
55951,EC-6.6.1.1,CPD-688
55952,EC-6.6.1.1,CO+2
55953,EC-6.6.1.1,ATP
55954,EC-6.6.1.1,WATER
55955,EC-6.6.1.1,PROTON
55956,EC-6.6.1.1,CPD-689
55957,EC-6.6.1.1,ADP
55958,EC-6.6.1.1,Pi
55959,EC-6.6.1.2,NADPH
55960,EC-6.6.1.2,NAD
55961,EC-6.6.1.2,PROTON
55962,EC-6.6.1.2,NADP
55963,EC-6.6.1.2,NADH
55964,EC-6.6.1.2,PROTON
55965,EC-7.1.1.1,NADH
55966,EC-7.1.1.1,PROTON
55967,EC-7.1.1.1,Ubiquinones
55968,EC-7.1.1.1,PROTON
55969,EC-7.1.1.1,NAD
55970,EC-7.1.1.1,Ubiquinols
55971,EC-7.1.1.2,ETR-Quinols
55972,EC-7.1.1.2,OXYGEN-MOLECULE
55973,EC-7.1.1.2,PROTON
55974,EC-7.1.1.2,ETR-Quinones
55975,EC-7.1.1.2,PROTON
55976,EC-7.1.1.2,WATER
55977,EC-7.1.1.3,WATER
55978,EC-7.1.1.3,Ubiquinones
55979,EC-7.1.1.3,PROTON
55980,EC-7.1.1.3,OXYGEN-MOLECULE
55981,EC-7.1.1.3,PROTON
55982,EC-7.1.1.3,Ubiquinols
55983,EC-7.1.1.4,Menaquinols
55984,EC-7.1.1.4,OXYGEN-MOLECULE
55985,EC-7.1.1.4,PROTON
55986,EC-7.1.1.4,Menaquinones
55987,EC-7.1.1.4,PROTON
55988,EC-7.1.1.4,WATER
55989,EC-7.1.1.5,PLASTOQUINONE
55990,EC-7.1.1.5,Plastocyanin-Reduced
55991,EC-7.1.1.5,PROTON
55992,EC-7.1.1.5,Plastoquinols
55993,EC-7.1.1.5,Oxidized-Plastocyanins
55994,EC-7.1.1.5,PROTON
55995,EC-7.1.1.6,Ubiquinones
55996,EC-7.1.1.6,PROTON
55997,EC-7.1.1.6,WATER
55998,EC-7.1.1.6,Ubiquinols
55999,EC-7.1.1.6,OXYGEN-MOLECULE
56000,EC-7.1.1.6,PROTON
56001,EC-7.1.1.7,Ubiquinones
56002,EC-7.1.1.7,PROTON
56003,EC-7.1.1.7,Reduced-NapC-proteins
56004,EC-7.1.1.7,Ubiquinols
56005,EC-7.1.1.7,Oxidized-NapC-proteins
56006,EC-7.1.1.8,Oxidized-CycA1-cytochromes
56007,EC-7.1.1.8,Ubiquinols
56008,EC-7.1.1.8,ETR-Quinols
56009,EC-7.1.1.8,Cytochromes-C-Oxidized
56010,EC-7.1.1.8,Ubiquinols
56011,EC-7.1.1.8,Cytochromes-C-Oxidized
56012,EC-7.1.1.8,Menaquinols
56013,EC-7.1.1.8,an-oxidized-NrfB-protein
56014,EC-7.1.1.8,Menaquinols
56015,EC-7.1.1.8,Cytochromes-C-Oxidized
56016,EC-7.1.1.8,Reduced-CycA1-cytochromes
56017,EC-7.1.1.8,Ubiquinones
56018,EC-7.1.1.8,PROTON
56019,EC-7.1.1.8,ETR-Quinones
56020,EC-7.1.1.8,PROTON
56021,EC-7.1.1.8,Cytochromes-C-Reduced
56022,EC-7.1.1.8,PROTON
56023,EC-7.1.1.8,Ubiquinones
56024,EC-7.1.1.8,Cytochromes-C-Reduced
56025,EC-7.1.1.8,Menaquinones
56026,EC-7.1.1.8,a-reduced-NrfB-protein
56027,EC-7.1.1.8,PROTON
56028,EC-7.1.1.8,Menaquinones
56029,EC-7.1.1.8,PROTON
56030,EC-7.1.1.8,Cytochromes-C-Reduced
56031,EC-7.1.2.1,ATP
56032,EC-7.1.2.1,WATER
56033,EC-7.1.2.1,PROTON
56034,EC-7.1.2.1,ADP
56035,EC-7.1.2.1,Pi
56036,EC-7.1.2.1,PROTON
56037,EC-7.1.2.2,PPI
56038,EC-7.1.2.2,WATER
56039,EC-7.1.2.2,Pi
56040,EC-7.1.2.2,PROTON
56041,EC-7.1.3.1,NAD
56042,EC-7.1.3.1,Ubiquinols
56043,EC-7.1.3.1,NA+
56044,EC-7.1.3.1,NADH
56045,EC-7.1.3.1,PROTON
56046,EC-7.1.3.1,Ubiquinones
56047,EC-7.1.3.1,NA+
56048,EC-7.2.1.1,Reduced-ferredoxins
56049,EC-7.2.1.1,NAD
56050,EC-7.2.1.1,PROTON
56051,EC-7.2.1.1,NA+
56052,EC-7.2.1.1,Oxidized-ferredoxins
56053,EC-7.2.1.1,NADH
56054,EC-7.2.1.1,NA+
56055,EC-7.2.1.2,ASCORBATE
56056,EC-7.2.1.2,FE+3
56057,EC-7.2.1.2,CPD-318
56058,EC-7.2.1.2,FE+2
56059,EC-7.2.1.3,NA+
56060,EC-7.2.1.3,ADP
56061,EC-7.2.1.3,Pi
56062,EC-7.2.1.3,PROTON
56063,EC-7.2.1.3,NA+
56064,EC-7.2.1.3,ATP
56065,EC-7.2.1.3,WATER
56066,EC-7.2.2.1,CA+2
56067,EC-7.2.2.1,ATP
56068,EC-7.2.2.1,WATER
56069,EC-7.2.2.1,CA+2
56070,EC-7.2.2.1,ADP
56071,EC-7.2.2.1,Pi
56072,EC-7.2.2.1,PROTON
56073,EC-7.2.2.10,ZN+2
56074,EC-7.2.2.10,ATP
56075,EC-7.2.2.10,WATER
56076,EC-7.2.2.10,ZN+2
56077,EC-7.2.2.10,ADP
56078,EC-7.2.2.10,Pi
56079,EC-7.2.2.10,PROTON
56080,EC-7.2.2.12,K+
56081,EC-7.2.2.12,NA+
56082,EC-7.2.2.12,WATER
56083,EC-7.2.2.12,ATP
56084,EC-7.2.2.12,K+
56085,EC-7.2.2.12,NA+
56086,EC-7.2.2.12,Pi
56087,EC-7.2.2.12,ADP
56088,EC-7.2.2.12,PROTON
56089,EC-7.2.2.13,ATP
56090,EC-7.2.2.13,MG+2
56091,EC-7.2.2.13,WATER
56092,EC-7.2.2.13,ADP
56093,EC-7.2.2.13,MG+2
56094,EC-7.2.2.13,Pi
56095,EC-7.2.2.13,PROTON
56096,EC-7.2.2.14,ADP
56097,EC-7.2.2.14,Pi
56098,EC-7.2.2.14,PROTON
56099,EC-7.2.2.14,AG+
56100,EC-7.2.2.14,ATP
56101,EC-7.2.2.14,WATER
56102,EC-7.2.2.14,AG+
56103,EC-7.2.2.15,ADP
56104,EC-7.2.2.15,Pi
56105,EC-7.2.2.15,Ferric-Hydroxamate-Complexes
56106,EC-7.2.2.15,ATP
56107,EC-7.2.2.15,Ferric-Hydroxamate-Complexes
56108,EC-7.2.2.15,WATER
56109,EC-7.2.2.16,ADP
56110,EC-7.2.2.16,Pi
56111,EC-7.2.2.16,FERRIC-ENTEROBACTIN-COMPLEX
56112,EC-7.2.2.16,PROTON
56113,EC-7.2.2.16,ATP
56114,EC-7.2.2.16,FERRIC-ENTEROBACTIN-COMPLEX
56115,EC-7.2.2.16,WATER
56116,EC-7.2.2.17,ATP
56117,EC-7.2.2.17,FERRIC-CITRATE-COMPLEX
56118,EC-7.2.2.17,WATER
56119,EC-7.2.2.17,ADP
56120,EC-7.2.2.17,Pi
56121,EC-7.2.2.17,FERRIC-CITRATE-COMPLEX
56122,EC-7.2.2.17,PROTON
56123,EC-7.2.2.18,CD+2
56124,EC-7.2.2.18,ATP
56125,EC-7.2.2.18,WATER
56126,EC-7.2.2.18,CD+2
56127,EC-7.2.2.18,ADP
56128,EC-7.2.2.18,Pi
56129,EC-7.2.2.18,PROTON
56130,EC-7.2.2.2,ATP
56131,EC-7.2.2.2,WATER
56132,EC-7.2.2.2,NA+
56133,EC-7.2.2.2,ADP
56134,EC-7.2.2.2,Pi
56135,EC-7.2.2.2,NA+
56136,EC-7.2.2.2,PROTON
56137,EC-7.2.2.3,ATP
56138,EC-7.2.2.3,WATER
56139,EC-7.2.2.3,NA+
56140,EC-7.2.2.3,ADP
56141,EC-7.2.2.3,Pi
56142,EC-7.2.2.3,NA+
56143,EC-7.2.2.3,PROTON
56144,EC-7.2.2.4,ADP
56145,EC-7.2.2.4,Pi
56146,EC-7.2.2.4,PROTON
56147,EC-7.2.2.4,MN+2
56148,EC-7.2.2.4,ATP
56149,EC-7.2.2.4,WATER
56150,EC-7.2.2.4,MN+2
56151,EC-7.2.2.5,ADP
56152,EC-7.2.2.5,Pi
56153,EC-7.2.2.5,PROTON
56154,EC-7.2.2.5,K+
56155,EC-7.2.2.5,ATP
56156,EC-7.2.2.5,WATER
56157,EC-7.2.2.5,K+
56158,EC-7.2.2.6,FE+3
56159,EC-7.2.2.6,ATP
56160,EC-7.2.2.6,WATER
56161,EC-7.2.2.6,FE+3
56162,EC-7.2.2.6,ADP
56163,EC-7.2.2.6,Pi
56164,EC-7.2.2.6,PROTON
56165,EC-7.2.2.7,CU+
56166,EC-7.2.2.7,WATER
56167,EC-7.2.2.7,ATP
56168,EC-7.2.2.7,CU+
56169,EC-7.2.2.7,Pi
56170,EC-7.2.2.7,ADP
56171,EC-7.2.2.7,PROTON
56172,EC-7.2.2.8,CU+
56173,EC-7.2.2.8,ATP
56174,EC-7.2.2.8,WATER
56175,EC-7.2.2.8,CU+
56176,EC-7.2.2.8,ADP
56177,EC-7.2.2.8,Pi
56178,EC-7.2.2.8,PROTON
56179,EC-7.2.2.9,Carboxylated-Biotinylated-MadF-Proteins
56180,EC-7.2.2.9,NA+
56181,EC-7.2.2.9,PROTON
56182,EC-7.2.2.9,CARBON-DIOXIDE
56183,EC-7.2.2.9,Biotinylated-MadF-Proteins
56184,EC-7.2.2.9,NA+
56185,EC-7.2.4.1,PYRUVATE
56186,EC-7.2.4.1,CARBON-DIOXIDE
56187,EC-7.2.4.1,NA+
56188,EC-7.2.4.1,OXALACETIC_ACID
56189,EC-7.2.4.1,PROTON
56190,EC-7.2.4.1,NA+
56191,EC-7.2.4.2,D-METHYL-MALONYL-COA
56192,EC-7.2.4.2,PROTON
56193,EC-7.2.4.2,NA+
56194,EC-7.2.4.2,CARBON-DIOXIDE
56195,EC-7.2.4.2,PROPIONYL-COA
56196,EC-7.2.4.2,NA+
56197,EC-7.2.4.3,ATP
56198,EC-7.2.4.3,Pi
56199,EC-7.2.4.3,WATER
56200,EC-7.2.4.3,ADP
56201,EC-7.2.4.3,Pi
56202,EC-7.2.4.3,PROTON
56203,EC-7.3.2.1,ATP
56204,EC-7.3.2.1,WATER
56205,EC-7.3.2.1,Alkylphosphonates
56206,EC-7.3.2.1,ADP
56207,EC-7.3.2.1,Pi
56208,EC-7.3.2.1,Alkylphosphonates
56209,EC-7.3.2.1,PROTON
56210,EC-7.3.2.2,ADP
56211,EC-7.3.2.2,Aminoalkylphosphonates
56212,EC-7.3.2.2,Pi
56213,EC-7.3.2.2,PROTON
56214,EC-7.3.2.2,ADP
56215,EC-7.3.2.2,PHOSPHONATE
56216,EC-7.3.2.2,Pi
56217,EC-7.3.2.2,PROTON
56218,EC-7.3.2.2,ATP
56219,EC-7.3.2.2,Aminoalkylphosphonates
56220,EC-7.3.2.2,WATER
56221,EC-7.3.2.2,ATP
56222,EC-7.3.2.2,PHOSPHONATE
56223,EC-7.3.2.2,WATER
56224,EC-7.3.2.3,ADP
56225,EC-7.3.2.3,SULFATE
56226,EC-7.3.2.3,Pi
56227,EC-7.3.2.3,PROTON
56228,EC-7.3.2.3,ATP
56229,EC-7.3.2.3,SULFATE
56230,EC-7.3.2.3,WATER
56231,EC-7.3.2.4,ADP
56232,EC-7.3.2.4,Pi
56233,EC-7.3.2.4,CPD-3
56234,EC-7.3.2.4,PROTON
56235,EC-7.3.2.4,ATP
56236,EC-7.3.2.4,CPD-3
56237,EC-7.3.2.4,WATER
56238,EC-7.3.2.5,TUNGSTATE
56239,EC-7.3.2.5,ATP
56240,EC-7.3.2.5,WATER
56241,EC-7.3.2.5,TUNGSTATE
56242,EC-7.3.2.5,ADP
56243,EC-7.3.2.5,Pi
56244,EC-7.3.2.5,PROTON
56245,EC-7.3.2.6,ADP
56246,EC-7.3.2.6,HOMOCYSTINE
56247,EC-7.3.2.6,Pi
56248,EC-7.3.2.6,PROTON
56249,EC-7.3.2.6,ATP
56250,EC-7.3.2.6,HOMOCYSTINE
56251,EC-7.3.2.6,WATER
56252,EC-7.4.2,ATP
56253,EC-7.4.2,CPD-3736
56254,EC-7.4.2,WATER
56255,EC-7.4.2,ATP
56256,EC-7.4.2,CYS
56257,EC-7.4.2,WATER
56258,EC-7.4.2,ATP
56259,EC-7.4.2,PRO
56260,EC-7.4.2,WATER
56261,EC-7.4.2,ATP
56262,EC-7.4.2,CPD-3740
56263,EC-7.4.2,WATER
56264,EC-7.4.2,ATP
56265,EC-7.4.2,MESO-DIAMINOPIMELATE
56266,EC-7.4.2,WATER
56267,EC-7.4.2,ADP
56268,EC-7.4.2,CPD-3736
56269,EC-7.4.2,Pi
56270,EC-7.4.2,PROTON
56271,EC-7.4.2,ADP
56272,EC-7.4.2,CYS
56273,EC-7.4.2,Pi
56274,EC-7.4.2,PROTON
56275,EC-7.4.2,ADP
56276,EC-7.4.2,Pi
56277,EC-7.4.2,PRO
56278,EC-7.4.2,PROTON
56279,EC-7.4.2,ADP
56280,EC-7.4.2,CPD-3740
56281,EC-7.4.2,Pi
56282,EC-7.4.2,PROTON
56283,EC-7.4.2,ADP
56284,EC-7.4.2,MESO-DIAMINOPIMELATE
56285,EC-7.4.2,Pi
56286,EC-7.4.2,PROTON
56287,EC-7.4.2.1,ADP
56288,EC-7.4.2.1,Pi
56289,EC-7.4.2.1,ARG
56290,EC-7.4.2.1,PROTON
56291,EC-7.4.2.1,ADP
56292,EC-7.4.2.1,Pi
56293,EC-7.4.2.1,HIS
56294,EC-7.4.2.1,PROTON
56295,EC-7.4.2.1,ADP
56296,EC-7.4.2.1,Pi
56297,EC-7.4.2.1,GLT
56298,EC-7.4.2.1,PROTON
56299,EC-7.4.2.1,ADP
56300,EC-7.4.2.1,Pi
56301,EC-7.4.2.1,LYS
56302,EC-7.4.2.1,PROTON
56303,EC-7.4.2.1,ADP
56304,EC-7.4.2.1,Pi
56305,EC-7.4.2.1,GLN
56306,EC-7.4.2.1,PROTON
56307,EC-7.4.2.1,ADP
56308,EC-7.4.2.1,Pi
56309,EC-7.4.2.1,L-ORNITHINE
56310,EC-7.4.2.1,PROTON
56311,EC-7.4.2.1,ADP
56312,EC-7.4.2.1,L-ASPARTATE
56313,EC-7.4.2.1,Pi
56314,EC-7.4.2.1,PROTON
56315,EC-7.4.2.1,ATP
56316,EC-7.4.2.1,ARG
56317,EC-7.4.2.1,WATER
56318,EC-7.4.2.1,ATP
56319,EC-7.4.2.1,HIS
56320,EC-7.4.2.1,WATER
56321,EC-7.4.2.1,ATP
56322,EC-7.4.2.1,GLT
56323,EC-7.4.2.1,WATER
56324,EC-7.4.2.1,ATP
56325,EC-7.4.2.1,LYS
56326,EC-7.4.2.1,WATER
56327,EC-7.4.2.1,ATP
56328,EC-7.4.2.1,GLN
56329,EC-7.4.2.1,WATER
56330,EC-7.4.2.1,ATP
56331,EC-7.4.2.1,L-ORNITHINE
56332,EC-7.4.2.1,WATER
56333,EC-7.4.2.1,ATP
56334,EC-7.4.2.1,L-ASPARTATE
56335,EC-7.4.2.1,WATER
56336,EC-7.4.2.2,Non-polar-amino-acids
56337,EC-7.4.2.2,Pi
56338,EC-7.4.2.2,ADP
56339,EC-7.4.2.2,ADP
56340,EC-7.4.2.2,Pi
56341,EC-7.4.2.2,ILE
56342,EC-7.4.2.2,PROTON
56343,EC-7.4.2.2,ADP
56344,EC-7.4.2.2,Pi
56345,EC-7.4.2.2,LEU
56346,EC-7.4.2.2,PROTON
56347,EC-7.4.2.2,PHE
56348,EC-7.4.2.2,ADP
56349,EC-7.4.2.2,Pi
56350,EC-7.4.2.2,PROTON
56351,EC-7.4.2.2,Non-polar-amino-acids
56352,EC-7.4.2.2,WATER
56353,EC-7.4.2.2,ATP
56354,EC-7.4.2.2,ATP
56355,EC-7.4.2.2,ILE
56356,EC-7.4.2.2,WATER
56357,EC-7.4.2.2,ATP
56358,EC-7.4.2.2,LEU
56359,EC-7.4.2.2,WATER
56360,EC-7.4.2.2,PHE
56361,EC-7.4.2.2,ATP
56362,EC-7.4.2.2,WATER
56363,EC-7.4.2.3,General-Protein-Substrates
56364,EC-7.4.2.3,ATP
56365,EC-7.4.2.3,WATER
56366,EC-7.4.2.3,General-Protein-Substrates
56367,EC-7.4.2.3,ADP
56368,EC-7.4.2.3,Pi
56369,EC-7.4.2.3,PROTON
56370,EC-7.4.2.4,Peptides-holder
56371,EC-7.4.2.4,Pi
56372,EC-7.4.2.4,ADP
56373,EC-7.4.2.4,PROTON
56374,EC-7.4.2.4,Peptides-holder
56375,EC-7.4.2.4,WATER
56376,EC-7.4.2.4,ATP
56377,EC-7.4.2.5,OLIGOPEPTIDES
56378,EC-7.4.2.5,Pi
56379,EC-7.4.2.5,ADP
56380,EC-7.4.2.5,PROTON
56381,EC-7.4.2.5,OLIGOPEPTIDES
56382,EC-7.4.2.5,WATER
56383,EC-7.4.2.5,ATP
56384,EC-7.4.2.6,L-ALA-GAMMA-D-GLU-DAP
56385,EC-7.4.2.6,ADP
56386,EC-7.4.2.6,Pi
56387,EC-7.4.2.6,PROTON
56388,EC-7.4.2.6,ATP
56389,EC-7.4.2.6,L-ALA-GAMMA-D-GLU-DAP
56390,EC-7.4.2.6,WATER
56391,EC-7.4.2.7,General-Protein-Substrates
56392,EC-7.4.2.7,ADP
56393,EC-7.4.2.7,Pi
56394,EC-7.4.2.7,PROTON
56395,EC-7.4.2.7,General-Protein-Substrates
56396,EC-7.4.2.7,ATP
56397,EC-7.4.2.7,WATER
56398,EC-7.4.2.8,ADP
56399,EC-7.4.2.8,Pi
56400,EC-7.4.2.8,DIPEPTIDES
56401,EC-7.4.2.8,PROTON
56402,EC-7.4.2.8,ATP
56403,EC-7.4.2.8,DIPEPTIDES
56404,EC-7.4.2.8,WATER
56405,EC-7.4.2.9,ATP
56406,EC-7.4.2.9,Monosaccharides
56407,EC-7.4.2.9,WATER
56408,EC-7.4.2.9,ADP
56409,EC-7.4.2.9,Monosaccharides
56410,EC-7.4.2.9,Pi
56411,EC-7.5.2,ATP
56412,EC-7.5.2,CPD1G-1344
56413,EC-7.5.2,WATER
56414,EC-7.5.2,ATP
56415,EC-7.5.2,CPD1G-1353
56416,EC-7.5.2,WATER
56417,EC-7.5.2,ATP
56418,EC-7.5.2,CPD1G-1346
56419,EC-7.5.2,WATER
56420,EC-7.5.2,ATP
56421,EC-7.5.2,CPD1G-1354
56422,EC-7.5.2,WATER
56423,EC-7.5.2,ATP
56424,EC-7.5.2,CPD1G-1345
56425,EC-7.5.2,WATER
56426,EC-7.5.2,ATP
56427,EC-7.5.2,Glucopyranose
56428,EC-7.5.2,WATER
56429,EC-7.5.2,ADP
56430,EC-7.5.2,CPD1G-1344
56431,EC-7.5.2,Pi
56432,EC-7.5.2,PROTON
56433,EC-7.5.2,ADP
56434,EC-7.5.2,CPD1G-1353
56435,EC-7.5.2,Pi
56436,EC-7.5.2,PROTON
56437,EC-7.5.2,ADP
56438,EC-7.5.2,CPD1G-1346
56439,EC-7.5.2,Pi
56440,EC-7.5.2,PROTON
56441,EC-7.5.2,ADP
56442,EC-7.5.2,CPD1G-1354
56443,EC-7.5.2,Pi
56444,EC-7.5.2,PROTON
56445,EC-7.5.2,ADP
56446,EC-7.5.2,CPD1G-1345
56447,EC-7.5.2,Pi
56448,EC-7.5.2,PROTON
56449,EC-7.5.2,ADP
56450,EC-7.5.2,Glucopyranose
56451,EC-7.5.2,Pi
56452,EC-7.5.2,PROTON
56453,EC-7.5.2.1,MALTOSE
56454,EC-7.5.2.1,ADP
56455,EC-7.5.2.1,Pi
56456,EC-7.5.2.1,PROTON
56457,EC-7.5.2.1,ADP
56458,EC-7.5.2.1,Pi
56459,EC-7.5.2.1,MALTOTRIOSE
56460,EC-7.5.2.1,PROTON
56461,EC-7.5.2.1,MALTOSE
56462,EC-7.5.2.1,ATP
56463,EC-7.5.2.1,WATER
56464,EC-7.5.2.1,MALTOTRIOSE
56465,EC-7.5.2.1,ATP
56466,EC-7.5.2.1,WATER
56467,EC-7.5.2.2,Oligosaccharides
56468,EC-7.5.2.2,WATER
56469,EC-7.5.2.2,ATP
56470,EC-7.5.2.2,Oligosaccharides
56471,EC-7.5.2.2,Pi
56472,EC-7.5.2.2,ADP
56473,EC-7.5.2.3,CPD-19309
56474,EC-7.5.2.3,ATP
56475,EC-7.5.2.3,WATER
56476,EC-7.5.2.3,CPD-19309
56477,EC-7.5.2.3,ADP
56478,EC-7.5.2.3,Pi
56479,EC-7.5.2.3,PROTON
56480,EC-7.5.2.4,Teichoic-Acid
56481,EC-7.5.2.4,WATER
56482,EC-7.5.2.4,ATP
56483,EC-7.5.2.4,Teichoic-P-Gro-Glc
56484,EC-7.5.2.4,ATP
56485,EC-7.5.2.4,WATER
56486,EC-7.5.2.4,CPD-19311
56487,EC-7.5.2.4,ATP
56488,EC-7.5.2.4,WATER
56489,EC-7.5.2.4,Teichoic-Acid
56490,EC-7.5.2.4,Pi
56491,EC-7.5.2.4,ADP
56492,EC-7.5.2.4,PROTON
56493,EC-7.5.2.4,Teichoic-P-Gro-Glc
56494,EC-7.5.2.4,ADP
56495,EC-7.5.2.4,Pi
56496,EC-7.5.2.4,PROTON
56497,EC-7.5.2.4,CPD-19311
56498,EC-7.5.2.4,ADP
56499,EC-7.5.2.4,Pi
56500,EC-7.5.2.4,PROTON
56501,EC-7.5.2.5,LOS
56502,EC-7.5.2.5,ATP
56503,EC-7.5.2.5,WATER
56504,EC-7.5.2.5,LOS
56505,EC-7.5.2.5,ADP
56506,EC-7.5.2.5,Pi
56507,EC-7.5.2.5,PROTON
56508,EC-7.5.2.6,Polymyxins
56509,EC-7.5.2.6,ADP
56510,EC-7.5.2.6,Pi
56511,EC-7.5.2.6,PROTON
56512,EC-7.5.2.6,Polymyxins
56513,EC-7.5.2.6,ATP
56514,EC-7.5.2.6,WATER
56515,EC-7.6.2,bacitracin
56516,EC-7.6.2,ADP
56517,EC-7.6.2,Pi
56518,EC-7.6.2,PROTON
56519,EC-7.6.2,bacitracin
56520,EC-7.6.2,ATP
